sample_index,lead_i_adc,lead_ii_adc,lead_iii_sensor_adc,lead_i_derived,lead_ii_derived,lead_iii_derived,avr_derived,avl_derived,avf_derived
39,2403,2037,180,2403,2037,-366,-2220,1384,836
40,2777,2505,59,2777,2505,-272,-2641,1524,1116
41,2571,2621,79,2571,2621,50,-2596,1260,1336
42,2213,2502,71,2213,2502,289,-2358,962,1396
43,1745,2189,51,1745,2189,444,-1967,650,1316
44,1189,1678,47,1189,1678,489,-1434,350,1084
45,1093,1407,42,1093,1407,314,-1250,390,860
46,1321,1493,37,1321,1493,172,-1407,574,832
47,1483,1687,43,1483,1687,204,-1585,640,946
48,1651,1824,55,1651,1824,173,-1738,739,998
49,2007,2013,53,2007,2013,6,-2010,1000,1010
50,2164,2085,51,2164,2085,-79,-2124,1122,1003
51,2003,1994,61,2003,1994,-9,-1998,1006,992
52,1959,1971,55,1959,1971,12,-1965,974,992
53,2152,1967,44,2152,1967,-185,-2060,1168,891
54,2275,1939,53,2275,1939,-336,-2107,1306,802
55,2219,2014,57,2219,2014,-205,-2116,1212,904
56,2119,2011,51,2119,2011,-108,-2065,1114,952
57,1877,1944,47,1877,1944,67,-1910,905,1006
58,1723,1867,55,1723,1867,144,-1795,790,1006
59,1942,1879,99,1942,1879,-63,-1910,1002,908
60,2031,1884,137,2031,1884,-147,-1958,1089,868
61,1919,1829,57,1919,1829,-90,-1874,1004,870
62,2040,1890,53,2040,1890,-150,-1965,1095,870
63,2189,1933,43,2189,1933,-256,-2061,1222,838
64,2041,1836,52,2041,1836,-205,-1938,1123,816
65,2065,1828,55,2065,1828,-237,-1946,1151,796
66,2261,1901,45,2261,1901,-360,-2081,1310,770
67,2253,1929,45,2253,1929,-324,-2091,1288,802
68,2190,1903,56,2190,1903,-287,-2046,1238,808
69,2335,1927,53,2335,1927,-408,-2131,1372,760
70,2203,1863,43,2203,1863,-340,-2033,1272,762
71,1973,1761,56,1973,1761,-212,-1867,1092,774
72,2091,1839,51,2091,1839,-252,-1965,1172,794
73,2141,1868,44,2141,1868,-273,-2004,1207,798
74,2027,1751,51,2027,1751,-276,-1889,1152,738
75,2092,1755,52,2092,1755,-337,-1924,1214,709
76,2321,1809,45,2321,1809,-512,-2065,1416,648
77,2235,1799,43,2235,1799,-436,-2017,1336,682
78,1919,1767,51,1919,1767,-152,-1843,1036,808
79,2070,1791,51,2070,1791,-279,-1930,1174,756
80,2189,1785,112,2189,1785,-404,-1987,1296,690
81,2035,1739,54,2035,1739,-296,-1887,1166,722
82,2196,1828,53,2196,1828,-368,-2012,1282,730
83,2419,1851,42,2419,1851,-568,-2135,1494,642
84,2293,1711,48,2293,1711,-582,-2002,1438,564
85,2125,1688,53,2125,1688,-437,-1906,1281,626
86,2230,1768,42,2230,1768,-462,-1999,1346,653
87,2283,1735,41,2283,1735,-548,-2009,1416,594
88,2270,1679,51,2270,1679,-591,-1974,1430,544
89,2539,1751,45,2539,1751,-788,-2145,1664,482
90,2636,1779,41,2636,1779,-857,-2208,1746,461
91,2459,1725,55,2459,1725,-734,-2092,1596,496
92,2665,1785,52,2665,1785,-880,-2225,1772,452
93,2745,1788,39,2745,1788,-957,-2266,1851,416
94,2397,1717,48,2397,1717,-680,-2057,1538,518
95,2153,1709,53,2153,1709,-444,-1931,1298,632
96,2133,1726,42,2133,1726,-407,-1930,1270,660
97,2065,1655,41,2065,1655,-410,-1860,1238,622
98,1897,1545,47,1897,1545,-352,-1721,1124,596
99,2092,1579,43,2092,1579,-513,-1836,1302,533
100,2125,1575,76,2125,1575,-550,-1850,1338,512
101,1787,1434,275,1787,1434,-353,-1610,1070,540
102,1672,1453,45,1672,1453,-219,-1562,946,617
103,1755,1463,35,1755,1463,-292,-1609,1024,586
104,1685,1397,42,1685,1397,-288,-1541,986,554
105,1701,1417,42,1701,1417,-284,-1559,992,566
106,1934,1465,37,1934,1465,-469,-1700,1202,498
107,1773,1390,35,1773,1390,-383,-1582,1078,504
108,1515,1299,43,1515,1299,-216,-1407,866,542
109,1727,1367,40,1727,1367,-360,-1547,1044,504
110,1811,1423,35,1811,1423,-388,-1617,1100,518
111,1480,1381,47,1480,1381,-99,-1430,790,641
112,1497,1357,40,1497,1357,-140,-1427,818,608
113,1639,1341,31,1639,1341,-298,-1490,968,522
114,1592,1251,40,1592,1251,-341,-1422,966,455
115,1867,1297,41,1867,1297,-570,-1582,1218,364
116,2140,1453,36,2140,1453,-687,-1796,1414,383
117,1811,1417,35,1811,1417,-394,-1614,1102,512
118,1453,1287,42,1453,1287,-166,-1370,810,560
119,1773,1343,41,1773,1343,-430,-1558,1102,456
120,2025,1404,35,2025,1404,-621,-1714,1323,392
121,1624,1357,246,1624,1357,-267,-1490,946,545
122,1579,1378,40,1579,1378,-201,-1478,890,588
123,1720,1465,36,1720,1465,-255,-1592,988,605
124,1519,1368,41,1519,1368,-151,-1444,835,608
125,1438,1311,41,1438,1311,-127,-1374,782,592
126,1684,1389,33,1684,1389,-295,-1536,990,547
127,1711,1398,37,1711,1398,-313,-1554,1012,542
128,1781,1373,45,1781,1373,-408,-1577,1094,482
129,2102,1469,43,2102,1469,-633,-1786,1368,418
130,2083,1512,36,2083,1512,-571,-1798,1327,470
131,1613,1435,49,1613,1435,-178,-1524,896,628
132,1829,1481,43,1829,1481,-348,-1655,1088,566
133,2127,1587,37,2127,1587,-540,-1857,1334,524
134,1715,1485,44,1715,1485,-230,-1600,972,628
135,1310,1399,43,1310,1399,89,-1354,610,744
136,1522,1478,38,1522,1478,-44,-1500,783,717
137,1870,1483,37,1870,1483,-387,-1676,1128,548
138,1785,1507,45,1785,1507,-278,-1646,1032,614
139,1705,1572,41,1705,1572,-133,-1638,919,720
140,1743,1541,37,1743,1541,-202,-1642,972,670
141,1699,1471,158,1699,1471,-228,-1585,964,622
142,1902,1573,253,1902,1573,-329,-1738,1116,622
143,2123,1688,41,2123,1688,-435,-1906,1279,626
144,1716,1637,46,1716,1637,-79,-1676,898,779
145,1469,1589,47,1469,1589,120,-1529,674,854
146,1779,1627,41,1779,1627,-152,-1703,966,738
147,1934,1617,40,1934,1617,-317,-1776,1126,650
148,1675,1623,50,1675,1623,-52,-1649,864,786
149,1639,1759,46,1639,1759,120,-1699,760,940
150,1748,1735,25,1748,1735,-13,-1742,880,861
151,1877,1647,53,1877,1647,-230,-1762,1054,708
152,2245,1783,47,2245,1783,-462,-2014,1354,660
153,2180,1837,41,2180,1837,-343,-2008,1262,747
154,1621,1719,47,1621,1719,98,-1670,762,908
155,1387,1637,47,1387,1637,250,-1512,568,944
156,1764,1673,40,1764,1673,-91,-1718,928,791
157,2132,1691,41,2132,1691,-441,-1912,1286,625
158,2125,1746,53,2125,1746,-379,-1936,1252,684
159,1879,1817,51,1879,1817,-62,-1848,970,878
160,1709,1772,41,1709,1772,63,-1740,823,918
161,1636,1679,55,1636,1679,43,-1658,796,861
162,1818,1721,197,1818,1721,-97,-1770,958,812
163,1948,1771,40,1948,1771,-177,-1860,1062,797
164,1752,1693,47,1752,1693,-59,-1722,906,817
165,1655,1709,52,1655,1709,54,-1682,800,882
166,1820,1804,44,1820,1804,-16,-1812,918,894
167,1735,1747,42,1735,1747,12,-1741,862,880
168,1674,1672,47,1674,1672,-2,-1673,838,835
169,1962,1765,47,1962,1765,-197,-1864,1080,784
170,2137,1787,41,2137,1787,-350,-1962,1244,718
171,1911,1755,55,1911,1755,-156,-1833,1034,800
172,1983,1896,52,1983,1896,-87,-1940,1035,904
173,1996,1992,45,1996,1992,-4,-1994,1000,994
174,1719,1909,53,1719,1909,190,-1814,764,1050
175,1747,1839,55,1747,1839,92,-1793,828,966
176,2215,1895,47,2215,1895,-320,-2055,1268,788
177,1942,1847,45,1942,1847,-95,-1894,1018,876
178,1319,1735,53,1319,1735,416,-1527,452,1076
179,1417,1783,47,1417,1783,366,-1600,526,1074
180,1674,1831,43,1674,1831,157,-1752,758,994
181,1575,1747,55,1575,1747,172,-1661,702,960
182,1660,1771,125,1660,1771,111,-1716,774,941
183,1775,1839,169,1775,1839,64,-1807,856,952
184,1693,1784,53,1693,1784,91,-1738,801,938
185,1547,1802,53,1547,1802,255,-1674,646,1028
186,1636,1867,47,1636,1867,231,-1752,702,1049
187,1733,1835,45,1733,1835,102,-1784,816,968
188,1677,1781,53,1677,1781,104,-1729,786,942
189,1753,1854,51,1753,1854,101,-1804,826,978
190,1676,1852,42,1676,1852,176,-1764,750,1014
191,1563,1775,57,1563,1775,212,-1669,676,994
192,1771,1879,53,1771,1879,108,-1825,832,994
193,1802,1958,45,1802,1958,156,-1880,823,1057
194,1567,1849,53,1567,1849,282,-1708,642,1066
195,1659,1891,56,1659,1891,232,-1775,714,1062
196,1981,2027,51,1981,2027,46,-2004,968,1036
197,1881,2006,50,1881,2006,125,-1944,878,1066
198,1653,1937,57,1653,1937,284,-1795,684,1110
199,1720,1881,51,1720,1881,161,-1800,780,1021
200,1803,1791,42,1803,1791,-12,-1797,908,890
201,1877,1799,56,1877,1799,-78,-1838,978,860
202,2403,2232,62,2403,2232,-171,-2318,1287,1030
203,2790,2678,157,2790,2678,-112,-2734,1451,1283
204,2459,2617,73,2459,2617,158,-2538,1150,1388
205,1957,2315,67,1957,2315,358,-2136,800,1336
206,1735,2095,53,1735,2095,360,-1915,688,1228
207,1471,1810,43,1471,1810,339,-1640,566,1074
208,1227,1588,47,1227,1588,361,-1408,433,974
209,1421,1679,44,1421,1679,258,-1550,582,968
210,1657,1885,44,1657,1885,228,-1771,714,1056
211,1627,1981,59,1627,1981,354,-1804,636,1168
212,1823,2157,59,1823,2157,334,-1990,744,1246
213,2095,2300,53,2095,2300,205,-2198,945,1252
214,2023,2221,61,2023,2221,198,-2122,912,1210
215,1976,2183,61,1976,2183,207,-2080,884,1195
216,2199,2239,54,2199,2239,40,-2219,1080,1140
217,2187,2215,55,2187,2215,28,-2201,1080,1122
218,1975,2183,61,1975,2183,208,-2079,884,1196
219,2111,2278,60,2111,2278,167,-2194,972,1222
220,2127,2277,53,2127,2277,150,-2202,988,1214
221,1853,2151,67,1853,2151,298,-2002,778,1224
222,1975,2189,59,1975,2189,214,-2082,880,1202
223,2265,2269,99,2265,2269,4,-2267,1130,1136
224,2527,2268,213,2527,2268,-259,-2398,1393,1004
225,2406,2345,71,2406,2345,-61,-2376,1234,1142
226,2103,2375,58,2103,2375,272,-2239,916,1324
227,1877,2295,57,1877,2295,418,-2086,730,1356
228,1715,2219,63,1715,2219,504,-1967,606,1362
229,1811,2300,61,1811,2300,489,-2056,661,1394
230,1869,2330,53,1869,2330,461,-2100,704,1396
231,1805,2261,69,1805,2261,456,-2033,674,1358
232,1920,2309,63,1920,2309,389,-2114,766,1349
233,2045,2343,55,2045,2343,298,-2194,874,1320
234,1944,2254,61,1944,2254,310,-2099,817,1282
235,1946,2259,62,1946,2259,313,-2102,816,1286
236,2149,2348,58,2149,2348,199,-2248,975,1274
237,2167,2334,59,2167,2334,167,-2250,1000,1250
238,2117,2293,69,2117,2293,176,-2205,970,1234
239,2345,2380,62,2345,2380,35,-2362,1155,1208
240,2373,2423,57,2373,2423,50,-2398,1162,1236
241,2183,2329,73,2183,2329,146,-2256,1018,1238
242,2341,2392,68,2341,2392,51,-2366,1145,1222
243,2332,2460,57,2332,2460,128,-2396,1102,1294
244,2029,2413,205,2029,2413,384,-2221,822,1398
245,2044,2427,73,2044,2427,383,-2236,830,1405
246,2524,2534,64,2524,2534,10,-2529,1257,1272
247,2684,2543,63,2684,2543,-141,-2614,1412,1201
248,2223,2507,74,2223,2507,284,-2365,970,1396
249,2024,2533,69,2024,2533,509,-2278,758,1521
250,2057,2548,61,2057,2548,491,-2302,783,1520
251,1997,2483,75,1997,2483,486,-2240,756,1484
252,2105,2509,71,2105,2509,404,-2307,850,1456
253,2253,2585,59,2253,2585,332,-2419,960,1458
254,2159,2485,70,2159,2485,326,-2322,916,1406
255,2157,2479,73,2157,2479,322,-2318,918,1400
256,2328,2555,69,2328,2555,227,-2442,1050,1391
257,2281,2517,61,2281,2517,236,-2399,1022,1376
258,2135,2430,71,2135,2430,295,-2282,920,1362
259,2229,2474,69,2229,2474,245,-2352,992,1360
260,2135,2445,57,2135,2445,310,-2290,912,1378
261,1867,2325,72,1867,2325,458,-2096,704,1392
262,1961,2338,63,1961,2338,377,-2150,792,1358
263,2029,2347,55,2029,2347,318,-2188,856,1332
264,1829,2261,148,1829,2261,432,-2045,698,1346
265,1818,2223,328,1818,2223,405,-2020,706,1314
266,1971,2248,59,1971,2248,277,-2110,847,1262
267,1767,2171,53,1767,2171,404,-1969,682,1288
268,1643,2125,60,1643,2125,482,-1884,580,1304
269,2003,2197,59,2003,2197,194,-2100,904,1196
270,2079,2181,51,2079,2181,102,-2130,988,1142
271,1707,2002,62,1707,2002,295,-1854,706,1148
272,1643,2031,55,1643,2031,388,-1837,628,1210
273,1879,2068,47,1879,2068,189,-1974,845,1128
274,1823,1993,55,1823,1993,170,-1908,826,1082
275,1689,1972,56,1689,1972,283,-1830,703,1128
276,1839,1998,53,1839,1998,159,-1918,840,1078
277,1973,1963,50,1973,1963,-10,-1968,992,976
278,1913,1933,57,1913,1933,20,-1923,946,976
279,1963,1979,53,1963,1979,16,-1971,974,998
280,1947,1959,45,1947,1959,12,-1953,968,986
281,1735,1869,59,1735,1869,134,-1802,800,1002
282,1914,1901,53,1914,1901,-13,-1908,964,944
283,2248,1997,45,2248,1997,-251,-2122,1250,873
284,2006,1913,52,2006,1913,-93,-1960,1050,910
285,1645,1839,283,1645,1839,194,-1742,726,1016
286,1657,1865,47,1657,1865,208,-1761,724,1036
287,1714,1849,45,1714,1849,135,-1782,790,992
288,1725,1815,55,1725,1815,90,-1770,818,952
289,1977,1901,52,1977,1901,-76,-1939,1026,912
290,2040,1911,45,2040,1911,-129,-1976,1084,891
291,1805,1815,59,1805,1815,10,-1810,898,912
292,1927,1853,52,1927,1853,-74,-1890,1000,890
293,2204,1938,43,2204,1938,-266,-2071,1235,836
294,2065,1879,51,2065,1879,-186,-1972,1126,846
295,1830,1832,55,1830,1832,2,-1831,914,917
296,2027,1891,47,2027,1891,-136,-1959,1082,878
297,2121,1860,43,2121,1860,-261,-1990,1191,800
298,1827,1804,52,1827,1804,-23,-1816,925,890
299,1774,1875,52,1774,1875,101,-1824,836,988
300,1780,1849,43,1780,1849,69,-1814,856,959
301,1685,1749,55,1685,1749,64,-1717,810,906
302,1995,1820,51,1995,1820,-175,-1908,1085,822
303,2105,1912,43,2105,1912,-193,-2008,1149,860
304,1711,1831,50,1711,1831,120,-1771,796,976
305,1551,1757,153,1551,1757,206,-1654,672,982
306,1957,1807,245,1957,1807,-150,-1882,1054,828
307,2453,1886,46,2453,1886,-567,-2170,1510,660
308,2117,1881,55,2117,1881,-236,-1999,1176,822
309,1561,1897,52,1561,1897,336,-1729,612,1116
310,1429,1833,42,1429,1833,404,-1631,512,1118
311,1421,1721,56,1421,1721,300,-1571,560,1010
312,1581,1751,47,1581,1751,170,-1666,706,960
313,1817,1816,41,1817,1816,-1,-1816,909,908
314,1877,1777,47,1877,1777,-100,-1827,988,838
315,1939,1821,53,1939,1821,-118,-1880,1028,852
316,1995,1912,50,1995,1912,-83,-1954,1039,914
317,1951,1875,45,1951,1875,-76,-1913,1014,900
318,1764,1806,55,1764,1806,42,-1785,861,924
319,2139,1883,53,2139,1883,-256,-2011,1198,814
320,2382,1931,43,2382,1931,-451,-2156,1416,740
321,1814,1901,59,1814,1901,87,-1858,864,994
322,1553,1965,54,1553,1965,412,-1759,570,1188
323,1824,1995,45,1824,1995,171,-1910,826,1083
324,1790,1967,55,1790,1967,177,-1878,806,1072
325,1641,1893,55,1641,1893,252,-1767,694,1072
326,1656,1880,209,1656,1880,224,-1768,716,1052
327,1623,1831,43,1623,1831,208,-1727,708,1020
328,1565,1797,52,1565,1797,232,-1681,666,1014
329,1785,1885,51,1785,1885,100,-1835,842,992
330,1867,1899,44,1867,1899,32,-1883,918,966
331,1675,1787,57,1675,1787,112,-1731,782,950
332,1733,1830,52,1733,1830,97,-1782,818,964
333,1961,1881,44,1961,1881,-80,-1921,1020,900
334,2025,1835,51,2025,1835,-190,-1930,1108,822
335,1917,1881,55,1917,1881,-36,-1899,976,922
336,1643,1911,47,1643,1911,268,-1777,688,1090
337,1470,1800,42,1470,1800,330,-1635,570,1065
338,1405,1709,53,1405,1709,304,-1557,550,1006
339,1629,1781,47,1629,1781,152,-1705,738,966
340,1789,1860,42,1789,1860,71,-1824,859,966
341,1597,1800,57,1597,1800,203,-1698,697,1002
342,1573,1791,53,1573,1791,218,-1682,678,1004
343,1800,1819,41,1800,1819,19,-1810,890,919
344,1619,1740,45,1619,1740,121,-1680,749,930
345,1433,1735,51,1433,1735,302,-1584,566,1018
346,1659,1833,138,1659,1833,174,-1746,742,1004
347,1736,1837,43,1736,1837,101,-1786,818,969
348,1676,1811,35,1676,1811,135,-1744,770,973
349,1833,1903,51,1833,1903,70,-1868,882,986
350,1883,1889,45,1883,1889,6,-1886,938,948
351,1717,1693,55,1717,1693,-24,-1705,870,834
352,1867,1687,47,1867,1687,-180,-1777,1024,754
353,2263,1911,45,2263,1911,-352,-2087,1308,780
354,2463,2271,59,2463,2271,-192,-2367,1328,1040
355,2479,2543,73,2479,2543,64,-2511,1208,1304
356,2613,2577,68,2613,2577,-36,-2595,1324,1270
357,2103,2257,55,2103,2257,154,-2180,974,1206
358,1146,1839,53,1146,1839,693,-1492,226,1266
359,971,1604,45,971,1604,633,-1288,169,1118
360,1235,1543,36,1235,1543,308,-1389,464,926
361,1337,1577,53,1337,1577,240,-1457,548,908
362,1361,1763,47,1361,1763,402,-1562,480,1082
363,1560,1945,43,1560,1945,385,-1752,588,1165
364,1549,1948,53,1549,1948,399,-1748,575,1174
365,1513,1973,55,1513,1973,460,-1743,526,1216
366,1781,2013,52,1781,2013,232,-1897,774,1122
367,1955,1959,153,1955,1959,4,-1957,976,982
368,1741,1892,57,1741,1892,151,-1816,795,1022
369,1757,1949,53,1757,1949,192,-1853,782,1070
370,1709,1949,45,1709,1949,240,-1829,734,1094
371,1507,1848,59,1507,1848,341,-1678,583,1094
372,1653,1875,53,1653,1875,222,-1764,716,1048
373,1913,1919,43,1913,1919,6,-1916,954,962
374,1853,1868,48,1853,1868,15,-1860,919,942
375,1869,1891,55,1869,1891,22,-1880,924,956
376,2109,1979,51,2109,1979,-130,-2044,1120,924
377,2005,1945,46,2005,1945,-60,-1975,1032,942
378,1703,1848,55,1703,1848,145,-1776,779,996
379,1848,1901,51,1848,1901,53,-1874,898,977
380,1958,1933,44,1958,1933,-25,-1946,992,954
381,1853,1865,61,1853,1865,12,-1859,920,938
382,2088,1929,55,2088,1929,-159,-2008,1124,885
383,2269,1995,45,2269,1995,-274,-2132,1272,860
384,1893,1912,51,1893,1912,19,-1902,937,966
385,1720,1899,57,1720,1899,179,-1810,770,1039
386,1947,1971,52,1947,1971,24,-1959,962,998
387,2055,1938,125,2055,1938,-117,-1996,1086,910
388,1993,1915,54,1993,1915,-78,-1954,1036,918
389,2087,2001,55,2087,2001,-86,-2044,1086,958
390,2133,2024,47,2133,2024,-109,-2078,1121,958
391,1915,1931,61,1915,1931,16,-1923,950,974
392,2211,1995,55,2211,1995,-216,-2103,1214,890
393,2447,2079,47,2447,2079,-368,-2263,1408,856
394,1940,1998,53,1940,1998,58,-1969,941,1028
395,1661,1979,55,1661,1979,318,-1820,672,1148
396,1956,2072,53,1956,2072,116,-2014,920,1094
397,2100,2065,47,2100,2065,-35,-2082,1068,1015
398,2053,2031,59,2053,2031,-22,-2042,1038,1004
399,2263,2139,57,2263,2139,-124,-2201,1194,1008
400,2282,2168,51,2282,2168,-114,-2225,1198,1027
401,2054,2087,69,2054,2087,33,-2070,1010,1060
402,2125,2147,59,2125,2147,22,-2136,1052,1084
403,2319,2219,53,2319,2219,-100,-2269,1210,1060
404,2234,2153,57,2234,2153,-81,-2194,1158,1036
405,2138,2157,60,2138,2157,19,-2148,1060,1088
406,2195,2221,55,2195,2221,26,-2208,1084,1124
407,2102,2172,52,2102,2172,70,-2137,1016,1121
408,1938,2103,308,1938,2103,165,-2020,886,1134
409,2082,2163,60,2082,2163,81,-2122,1000,1122
410,2117,2167,51,2117,2167,50,-2142,1034,1108
411,1838,2063,63,1838,2063,225,-1950,806,1144
412,1847,2077,57,1847,2077,230,-1962,808,1154
413,2009,2120,47,2009,2120,111,-2064,949,1116
414,1950,2019,52,1950,2019,69,-1984,940,1044
415,1807,1994,57,1807,1994,187,-1900,810,1090
416,1869,2055,54,1869,2055,186,-1962,842,1120
417,1943,1995,47,1943,1995,52,-1969,946,1024
418,1887,1929,56,1887,1929,42,-1908,922,986
419,1817,1966,54,1817,1966,149,-1892,834,1058
420,1695,1935,45,1695,1935,240,-1815,728,1088
421,1509,1831,59,1509,1831,322,-1670,594,1076
422,1653,1883,54,1653,1883,230,-1768,712,1056
423,1852,1939,43,1852,1939,87,-1896,882,1013
424,1764,1870,47,1764,1870,106,-1817,829,988
425,1711,1851,55,1711,1851,140,-1781,786,996
426,1867,1913,51,1867,1913,46,-1890,910,980
427,1838,1875,44,1838,1875,37,-1856,900,956
428,1702,1823,231,1702,1823,121,-1762,790,972
429,1849,1903,51,1849,1903,54,-1876,898,978
430,1907,1911,25,1907,1911,4,-1909,952,958
431,1749,1831,59,1749,1831,82,-1790,834,956
432,1809,1866,53,1809,1866,57,-1838,876,962
433,1949,1933,44,1949,1933,-16,-1941,982,958
434,1835,1870,51,1835,1870,35,-1852,900,952
435,1787,1848,53,1787,1848,61,-1818,863,954
436,1995,1928,51,1995,1928,-67,-1962,1031,930
437,1967,1898,45,1967,1898,-69,-1932,1018,914
438,1802,1827,53,1802,1827,25,-1814,888,926
439,1946,1899,53,1946,1899,-47,-1922,996,926
440,2066,1917,44,2066,1917,-149,-1992,1108,884
441,1880,1823,59,1880,1823,-57,-1852,968,883
442,1867,1864,53,1867,1864,-3,-1866,935,930
443,2099,1933,45,2099,1933,-166,-2016,1132,884
444,2216,1882,47,2216,1882,-334,-2049,1275,774
445,2092,1913,55,2092,1913,-179,-2002,1136,867
446,1958,1991,52,1958,1991,33,-1974,962,1012
447,1796,1915,47,1796,1915,119,-1856,838,1017
448,1688,1831,58,1688,1831,143,-1760,772,987
449,1898,1900,220,1898,1900,2,-1899,948,951
450,2043,1931,44,2043,1931,-112,-1987,1078,910
451,1929,1855,59,1929,1855,-74,-1892,1002,890
452,1972,1913,55,1972,1913,-59,-1942,1016,927
453,1976,1951,43,1976,1951,-25,-1964,1000,963
454,1733,1865,51,1733,1865,132,-1799,800,998
455,1673,1845,55,1673,1845,172,-1759,750,1008
456,1917,1919,51,1917,1919,2,-1918,958,960
457,2011,1895,45,2011,1895,-116,-1953,1064,890
458,2091,1861,55,2091,1861,-230,-1976,1160,816
459,2303,1999,55,2303,1999,-304,-2151,1304,848
460,2143,2005,45,2143,2005,-138,-2074,1140,934
461,1631,1863,59,1631,1863,232,-1747,700,1048
462,1645,1883,52,1645,1883,238,-1764,704,1060
463,1960,1961,44,1960,1961,1,-1960,980,981
464,1893,1907,49,1893,1907,14,-1900,940,960
465,1813,1912,55,1813,1912,99,-1862,857,1006
466,1919,1995,51,1919,1995,76,-1957,922,1036
467,1899,1943,44,1899,1943,44,-1921,928,994
468,1823,1883,57,1823,1883,60,-1853,882,972
469,2065,2037,175,2065,2037,-28,-2051,1046,1004
470,2169,2078,47,2169,2078,-91,-2124,1130,994
471,1973,1977,62,1973,1977,4,-1975,984,990
472,2013,2037,58,2013,2037,24,-2025,994,1030
473,2191,2100,47,2191,2100,-91,-2146,1141,1004
474,2109,2015,53,2109,2015,-94,-2062,1102,960
475,2025,1999,56,2025,1999,-26,-2012,1026,986
476,2174,2088,55,2174,2088,-86,-2131,1130,1001
477,2280,2087,47,2280,2087,-193,-2184,1236,947
478,2137,2041,58,2137,2041,-96,-2089,1116,972
479,2137,2141,59,2137,2141,4,-2139,1066,1072
480,2005,2117,47,2005,2117,112,-2061,946,1114
481,1719,2021,61,1719,2021,302,-1870,708,1162
482,1701,2068,57,1701,2068,367,-1884,667,1218
483,1778,2091,51,1778,2091,313,-1934,732,1202
484,1689,2013,53,1689,2013,324,-1851,682,1168
485,1716,1992,57,1716,1992,276,-1854,720,1134
486,1901,2063,52,1901,2063,162,-1982,870,1112
487,1867,2030,47,1867,2030,163,-1948,852,1096
488,1721,1977,57,1721,1977,256,-1849,732,1116
489,1883,2055,73,1883,2055,172,-1969,856,1114
490,1993,2076,147,1993,2076,83,-2034,955,1080
